Unnamed: 0,OBJECTID,RSID_left,CLASS_left,NAME,USRN_left,CROSSREFER_left,ENTRY_DATE_left,ROAD_NUMBE_left,ESU_left,FROM_END_left,TO_END_left,ENABLED_left,MetrepMin_left,Length_left,Minutes_left,Id_left,geometry
84,14774,5011005.0,U,,0.0,0.0,2006-11-07,,42122,0,0,1,533.3333,350.1802,0.6566,0,"LINESTRING (218144.81199999998 357216.098, 218193.994 357227.205, 218233.489 357236.322, 218286.065 357248.543, 218332.94900000002 357259.49, 218365.4367360686 357267.6719239712)"
85,17163,5000344.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,99141,0,0,1,1466.6667,1683.8355,1.1481,0,"MULTILINESTRING ((222236.28499999997 342528.995, 222255.012 342515.289, 222277.744 342499.24, 222316.299 342471.528, 222355.61 342441.218, 222394.668 342411.955, 222409.505 342400, 222423.07799999998 342390.541, 222441.316 342375.919, 222456.81800000003 342364.559, 222471.859 342350.75, 222484.86099999998 342339.1, 222501.831 342319.985, 222511.58727597242 342305.24279211974), (222612.33341403556 342046.45437760866, 222614.821 342042.39, 222626.098 342024.498, 222634.751 342012.965, 222639.03100000002 342008.249, 222651.38900000002 341998.3, 222665.84000000003 341986.894, 222686.12199999997 341970.964, 222693.299 341965.586, 222718.77500000002 341948.486, 222742.104 341931.994, 222760.789 341916.621, 222776.934 341903.758, 222788.68300000002 341891.413, 222800.001 341879.316, 222804.962 341874.177, 222812.19102147414 341866.2719344592), (222893.55484755983 341558.62903278955, 222897.836 341532.52, 222911.44 341481.245, 222929.89399999997 341431.323, 222953.799 341379.502, 222995.85600000003 341308.977, 223038.56300000002 341249.107, 223099.424 341158.877))"
86,17164,5000344.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,83624,0,0,1,1466.6667,572.5943,0.3904,0,"LINESTRING (223099.424 341158.877, 223145.832 341094.056, 223191.39 341028.934, 223196.25629419176 341021.10175538564)"
87,17165,5000347.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,93809,0,0,1,1466.6667,186.9731,0.1275,0,"LINESTRING (223266.73703586785 340558.6892526617, 223259.08899999998 340493.325, 223251.652 340451.249)"
88,17168,5000347.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,109436,0,0,1,1466.6667,1326.7899,0.9046,0,"LINESTRING (223172.5046709357 339863.2082983905, 223171.16100000002 339854.899, 223162.65000000002 339798.466, 223159.05 339777.795, 223156.408 339765.166, 223148.12699999998 339733.38, 223143.9928841334 339713.7668213743)"
89,17186,5000349.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,47352,0,0,1,1466.6667,172.3372,0.1175,0,"LINESTRING (223657.7651784157 334735.0698916945, 223657.90500000003 334732.342, 223659.54700000002 334707.077, 223659.945 334687.324, 223660.16729933058 334682.2218644388)"
90,17394,5000352.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,647,0,0,1,1466.6667,11.9746,0.0082,0,"LINESTRING (222057.588 342647.07, 222067.54499999998 342640.418)"
91,17402,5000309.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,114660,0,0,1,1466.6667,2195.7781,1.4971,0,"LINESTRING (204673.04761831308 362279.77367445297, 204692.70400000003 362286.112, 204729.89399999997 362297.257, 204759.37199999997 362304.674, 204787.60100000002 362312.404, 204800 362315.479, 204827.75199999998 362324.327, 204850.39324838034 362331.5116291997)"
92,17404,5000309.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,16316,0,0,1,1466.6667,402.446,0.2744,0,"MULTILINESTRING ((214117.039 364514.281, 214123.84087412013 364515.96726964467), (214312.8180722441 364560.10019120964, 214386.43 364576.906, 214400 364581.971, 214422.488 364588.838, 214444.109 364597.41, 214462.47499999998 364605.674, 214494.8209971862 364621.3422616989))"
93,17405,5000309.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,5863,0,0,1,1466.6667,308.3313,0.2102,0,"LINESTRING (202103.1730707018 361551.75715397287, 202093.457 361549.019, 202082.58299999998 361546.097, 202073.10100000002 361542.214, 202070.34399999998 361541.334)"
94,17406,5000309.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,648,0,0,1,1466.6667,218.4591,0.1489,0,"LINESTRING (202070.34399999998 361541.334, 202047.717 361531.694, 202026.836 361521.342, 202007.64 361508.976, 201985.478 361494.581, 201967.582 361482.056, 201949.517 361467.031, 201923.25300000003 361445.613, 201917.429594328 361440.9997757563)"
96,17419,5000309.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,124787,0,0,1,1466.6667,4722.9324,3.2202,0,"LINESTRING (213755.16259547294 364207.58268080145, 213757.43300000002 364209.908, 213788.124 364251.687, 213842.485 364312.063, 213891.349 364367.182, 213929.849 364408.339, 213958.19400000002 364439.69, 213982.76 364463.75, 213993.48100000003 364471.812)"
97,17474,5000295.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,150354,0,0,1,1466.6667,207.9912,0.1418,0,"LINESTRING (221511.74324273784 345448.8437982799, 221521.66100000002 345437.771, 221531.59100000001 345427.187, 221542.16499999998 345415.622, 221553.729 345403.05, 221563.244 345393.344, 221574.41999999998 345382.199, 221587.484 345369.538, 221595.46000000002 345361.43, 221600 345356.958, 221608.57799999998 345348.368)"
98,17478,5000295.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,140132,0,0,1,1466.6667,214.0081,0.1459,0,"LINESTRING (221608.57799999998 345348.368, 221621.89500000002 345335.258, 221646.12099999998 345311.947, 221647.67599999998 345310.451, 221669.37900000002 345288.609, 221688.979 345269.8, 221706.239 345253.078, 221718.418 345242.286, 221733.93699999998 345229.316, 221749.842 345217.04, 221767.20500000002 345205.289)"
99,17479,5000295.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109467,0,0,1,1466.6667,99.0337,0.0675,0,"LINESTRING (221767.20500000002 345205.289, 221775.79599999997 345200, 221798.865 345186.961, 221823.50199999998 345173.701, 221845.10700000002 345161.24, 221853.56900000002 345156.864)"
100,17480,5000295.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,83655,0,0,1,1466.6667,71.1161,0.0485,0,"LINESTRING (221853.56900000002 345156.864, 221869.05699999997 345149.324, 221891.45400000003 345137.795, 221916.989 345124.693)"
101,17481,5000295.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,5874,0,0,1,1466.6667,292.4018,0.1994,0,"MULTILINESTRING ((221916.989 345124.693, 221940.36599999998 345112.647, 221959.13446109477 345102.37273103656), (222071.27460247118 345037.87362773373, 222074.412 345035.92, 222097.40399999998 345022.097, 222121.42700000003 345007.508, 222139.76799999998 344996.643, 222142.07799999998 344995.513, 222163.858 344983.054, 222170.614 344979.338))"
102,17482,5000295.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,21428,0,0,1,1466.6667,90.6685,0.0618,0,"LINESTRING (222170.614 344979.338, 222184.33000000002 344971.583, 222200 344962.955, 222213.37300000002 344955.308, 222225.53399999999 344949.278, 222236.15500000003 344943.896, 222243.461 344939.212, 222247.49699999997 344936.577, 222249.803 344935.293)"
103,19380,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,129981,0,0,1,1466.6667,80.7799,0.0551,0,"LINESTRING (201612.34499999997 357811.611, 201632.363 357817.1, 201659.08299999998 357822.286, 201679.19900000002 357827.925, 201690.68 357831.104)"
104,19387,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,16364,0,0,1,1466.6667,1526.4547,1.0408,0,"LINESTRING (203314.75300000003 358319.313, 203368.95299999998 358326.412, 203434.983 358336.626, 203471.58899999998 358343.328, 203518.04599999997 358349.584, 203537.68833493406 358352.5970699321)"
105,19392,5000290.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,129982,0,0,1,1466.6667,264.3137,0.1802,0,"LINESTRING (193809.75449001318 358695.19641832105, 193826.213 358686.006, 193847.91700000002 358673.519, 193863.951 358664.958, 193924.88400000002 358629.775)"
106,19393,5000290.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,11109,0,0,1,1466.6667,921.2276,0.6281,0,"LINESTRING (193924.88400000002 358629.775, 193964.375 358610.888, 194000 358590.588, 194027.31699999998 358575.47, 194083.674 358542.662, 194141.38 358509.701, 194173.78000000003 358492.539, 194260.984 358440.472, 194306.87310756816 358414.6418010221)"
107,19396,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,83693,0,0,1,1466.6667,660.5641,0.4504,0,"LINESTRING (201690.68 357831.104, 201722.238 357838.423, 201740.80699999997 357843.502, 201754.62199999997 357848.899, 201781.358 357859.53, 201812.71999999997 357873.545, 201841.18699999998 357886.74, 201870.51299999998 357898.741, 201898.74300000002 357909.985, 201927.864 357922.585, 201960.24 357934.608, 201982.076 357944.807, 201993.799 357949.138, 202010.158 357955.8, 202033.908 357963.964, 202068.65999999997 357972.055, 202116.081 357985.383, 202163.765 357996.663, 202206.14299999998 358008.656, 202254.88199999998 358019.245, 202303.363 358031.031, 202316.99099999998 358034.725)"
108,19398,5000296.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,114720,0,0,1,1466.6667,475.2317,0.324,0,"LINESTRING (213075.64377244882 355703.0120466303, 213073.789 355704.469, 213066.358 355709.067, 213053.961 355716.183, 213038.56300000002 355723.327, 213026.08399999997 355727.492, 213006.65000000002 355732.311, 212973.40399999998 355738.388, 212929.88799999998 355747.146, 212886.887 355753.709, 212855.104 355757.597, 212837.28000000003 355760.727, 212813.473 355761.12, 212779.162 355761.243, 212763.174 355760.34)"
109,19402,5000305.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109515,0,0,1,1466.6667,220.728,0.1505,0,"LINESTRING (203187.049 358297.408, 203130.90399999998 358280.548, 203106.10100000002 358272.962, 203059.04100000003 358258.45, 203012.875 358245.095, 202976.65999999997 358230.994)"
110,19403,5000296.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,104294,0,0,1,1466.6667,355.887,0.2427,0,"LINESTRING (213460.1117553565 355022.9665493969, 213459.053 355004.792, 213456.613 354977.063, 213454.90399999998 354961.878)"
111,19404,5000290.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,155516,0,0,1,1466.6667,287.4908,0.196,0,"LINESTRING (195110.72846296764 358273.5033450848, 195103.115 358274.201, 195069.017 358277.918, 195044.468 358281.058, 195020.267 358284.749)"
112,19420,5000288.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,78482,0,0,1,1466.6667,417.3576,0.2846,0,"LINESTRING (200696.06789500985 357976.17133184033, 200681.75400000002 357979.698, 200644.21999999997 357986.424, 200614.537 357986.843, 200565.45799999998 357979.605, 200522.40600000002 357969.621, 200474.73700000002 357956.972, 200458.973 357954.038, 200453.40899999999 357951.679)"
113,19427,5000293.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,155519,0,0,1,1466.6667,1348.1801,0.9192,0,"MULTILINESTRING ((217544.7158228953 352038.75062029896, 217541.14500000002 352044.446, 217531.05699999997 352058.473, 217519.14 352074.169, 217506.96899999998 352090.111, 217490.055 352111.521, 217476.723 352125.193, 217470.76 352131.791, 217460.93300000002 352142.174, 217441.65000000002 352161.645, 217420.26899999997 352181.03, 217408.86599181968 352191.78665564564), (217322.21875090562 352278.15530907427, 217315.19300000003 352285.038, 217287.55 352310.966, 217256.207 352336.832, 217227.26899999997 352362.39, 217216.9335823113 352371.4258725149))"
114,19428,5000293.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,52612,0,0,1,1466.6667,520.3509,0.3548,0,"LINESTRING (216866.8282419153 352607.405621802, 216864.289 352608.878, 216848.213 352618.2, 216830.776 352629.104, 216800 352647.637, 216776.93300000002 352659.782, 216760.08299999998 352669.4, 216748.293 352677.242, 216742.3589090985 352680.3446424156)"
115,19433,5000286.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,31979,0,0,1,1466.6667,5059.9282,3.45,0,"MULTILINESTRING ((208129.32422252957 358275.67864990816, 208136.96000000002 358276.992, 208159.077 358279.53, 208188.05 358281.915, 208208.16600000003 358282.005, 208225.479 358282.147, 208245.794 358281.538, 208264.908 358278.728, 208290.827 358275.665, 208318.598 358273.351, 208342.41600000003 358271.388, 208358.027 358268.582, 208362.3992912796 358267.3872633229), (209155.34617509134 358127.0284640355, 209165.13400000002 358130.171, 209181.206 358135.016, 209198.865 358140.541, 209223.12900000002 358146.088, 209238.46999999997 358149.821, 209258.39 358154.838, 209277.762 358162.494, 209305.48100000003 358173.353, 209321.771 358179.902, 209347.45799999998 358187.025, 209372.91700000002 358192.794, 209397.636 358194.843, 209418.131 358196.229, 209440.72499999998 358198.272, 209461.90246085243 358199.5238190988), (209538.78263989932 358222.0307179781, 209547.04599999997 358227.003, 209564.33000000002 358239.541, 209579.625 358251.199, 209588.533 358258.246, 209595.04100000003 358262.31, 209600.001 358265.057, 209614.33000000002 358270.862, 209633.283 358275.929, 209652.587 358280.996, 209672.939 358287.463, 209690.89 358295.531, 209706.191 358301.844, 209721.293 358307.408, 209734.245 358311.07, 209744.197 358313.129, 209750.8 358311.885, 209772.311 358306.504, 209789.56900000002 358303.019, 209802.276 358299.28, 209802.6558206915 358299.28036893706))"
116,19445,5000288.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109525,0,0,1,1466.6667,976.2557,0.6656,0,"MULTILINESTRING ((200203.59399999998 357863.968, 200160.56800000003 357850.835, 200132.11200000002 357841.194, 200096.70899999997 357824.705, 200066.29468326358 357808.6633775888), (199966.68468696135 357790.49346490065, 199960.41600000003 357790.254, 199918.00799999997 357791.669, 199895.515 357791.826, 199872.277 357794.317, 199849.15000000002 357793.663, 199836.887 357792.122, 199807.614 357788.947, 199784.94 357780.604, 199757.511 357770.267, 199735.41700000002 357760.436, 199708.73599999998 357752.614, 199675.652 357742.566, 199650.34100000001 357738.769, 199624.26299999998 357735.707, 199592.887 357730.242, 199564.13 357723.778, 199542.43300000002 357716.604, 199522.224 357707.509, 199505.53000000003 357700.083, 199488.28490859724 357690.69624322286))"
117,19447,5000296.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,145312,0,0,1,1466.6667,250.3209,0.1707,0,"LINESTRING (212763.174 355760.34, 212757.114 355759.998, 212721.05883263508 355759.4963079757)"
118,19465,5009277.0,U,KINARLA PARK,30491.0,0.0,2006-11-07,U6307,114730,0,0,1,533.3333,67.1281,0.1259,0,"LINESTRING (221689.564 345213.387, 221691.662 345212.169, 221695.33500000002 345210.07, 221699.47499999998 345207.738, 221702.799 345206.163, 221703.73100000003 345205.522, 221706.647 345203.889, 221708.804 345202.373, 221710.728 345200.974, 221711.711 345200, 221722.772 345189.486, 221730.827 345182.907, 221736.78399999999 345179.309, 221740.803 345176.895, 221744.19400000002 345175.049)"
119,19605,5000347.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,10935,0,0,1,1466.6667,128.0265,0.0873,0,"LINESTRING (223251.652 340451.249, 223240.41700000002 340355.884, 223236.11954678394 340324.773343594)"
120,21728,5000235.0,A,MOSSFIELD ROAD,22169.0,0.0,2006-11-07,A0032,104179,0,0,1,1466.6667,369.6233,0.252,0,"LINESTRING (224112.2972279154 350246.3409536756, 224118.137 350269.214, 224126.57400000002 350302.635, 224134.35700000002 350332.708, 224140.78600000002 350359.135, 224150.907 350400, 224158.738 350432.167, 224165.21500000003 350457.763, 224171.092 350479.271, 224175.907 350500.092, 224181.59399999998 350522.501, 224186.74699999997 350546.216, 224188.57799999998 350556.582)"
121,21741,5001099.0,U,INISHMORE ROAD,33933.0,0.0,2006-11-07,,16264,0,0,1,533.3333,103.0298,0.1932,0,"LINESTRING (225621.271 334400.697, 225620.314 334400, 225573.026 334365.548, 225542.788 334344.327, 225537.09399999998 334341.411)"
122,21764,0.0,U,,0.0,0.0,2006-11-07,,104192,0,0,1,533.3333,47.455,0.089,0,"LINESTRING (221939.832 341215.993, 221968.974 341247.341, 221971.15500000003 341251.452)"
123,21774,0.0,A,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,A0046,109415,0,0,1,1466.6667,690.1057,0.4705,0,"LINESTRING (202976.65999999997 358230.994, 202928.755 358215.778, 202897.376 358204.054, 202867.197 358192.487, 202830.97100000002 358180.486, 202799.788 358169.513, 202772.84399999998 358160.414, 202740.033 358145.681, 202692.093 358127.665, 202638.20400000003 358109.617, 202601.374 358098.363, 202573.575 358090.259, 202541.61599999998 358084.033, 202495.767 358076.43, 202459.349 358071.879, 202430.69 358065.421, 202400 358057.378, 202386.18 358053.608, 202352.331 358044.719, 202316.99099999998 358034.725)"
124,21813,5000218.0,A,IRVINESTOWN ROAD,30402.0,0.0,2006-11-07,A0032,160639,0,0,1,1466.6667,1265.9132,0.8631,0,"MULTILINESTRING ((223639.30699999997 348012.322, 223639.71999999997 348000, 223641.717 347974.871, 223645.89899999998 347946.717, 223651.10600000003 347921.022, 223659.961 347885.415, 223672.43 347843.444, 223673.2459570735 347840.66396070813), (223752.74054176157 347578.8855511365, 223758.7 347560.536, 223772.604 347519.978, 223789.76 347474.204, 223793.90899999999 347464.246, 223813.83299999998 347411.65, 223833.097 347359.997, 223842.13900000002 347335.64, 223844.695 347329.966, 223860.723 347287.03, 223877.00699999998 347243.447, 223889.36 347209.179, 223892.84499999997 347200, 223898.262 347185.168, 223905.082 347166.197, 223907.30800000002 347160.074, 223908.41600000003 347157.216, 223909.87800000003 347153.447, 223910.56198128156 347151.61479591817))"
125,22009,5000299.0,A,THE BROOK,844.0,0.0,2006-11-07,A0046,47362,0,0,1,1466.6667,122.647,0.0836,0,"LINESTRING (222898.5654244202 344437.9231485239, 222859 344457.76)"
126,23664,5000455.0,B,ENNISKILLEN ROAD,30133.0,0.0,2006-11-07,B0046,6047,0,0,1,1066.6667,469.9484,0.4406,0,"LINESTRING (224190.9595266581 349745.5137058575, 224206.027 349757.49, 224238.81300000002 349783.933, 224275.353 349813.22, 224313.343 349842.355, 224335.01799999998 349860.367, 224363.95 349882.519, 224376.564 349893.595)"
127,25648,5000061.0,A,WELLINGTON ROAD,36968.0,0.0,2006-11-07,A0004,47587,0,0,1,1466.6667,105.358,0.0718,0,"LINESTRING (223524.936 343947.206, 223536.575 343942.202, 223551.01400000002 343936.922, 223568.17200000002 343932.338, 223588.35100000002 343928.382, 223609.277 343924.605, 223618.10457850585 343923.52317985386)"
128,25663,5000055.0,A,BELFAST ROAD,13812.0,0.0,2006-11-07,A0004,99351,0,0,1,1466.6667,570.3678,0.3889,0,"LINESTRING (227081.73025195175 341109.6496692367, 227102.626 341104.747, 227142.413 341094.796, 227166.00199999998 341089.591)"
129,25665,0.0,A,BOA ISLAND ROAD,32505.0,0.0,2006-11-07,A0047,16496,0,0,1,1466.6667,131.4241,0.0896,0,"LINESTRING (213993.48100000003 364471.812, 214015.21999999997 364483.487, 214063.94 364502.889, 214117.039 364514.281)"
130,25695,5000030.0,A,DUBLIN ROAD,3106.0,0.0,2006-11-07,A0004,104442,0,0,1,1466.6667,367.0574,0.2503,0,"LINESTRING (224465.0143105825 343152.79235662054, 224468.61599999998 343140.04, 224481.95799999998 343093.434, 224490.054 343068.581, 224494.05200000003 343055.079)"
131,27293,5009357.0,U,CORBAN AVENUE,11415.0,0.0,2006-11-07,U6501,94052,0,0,1,533.3333,39.9556,0.0749,0,"LINESTRING (223400 345209.621, 223404.47999999998 345200, 223408.691 345192.657, 223413.82799999998 345185.376, 223418.21399999998 345180.689, 223420.86 345178.038, 223422.14500000002 345176.774)"
132,27308,5000218.0,A,IRVINESTOWN ROAD,30402.0,0.0,2006-11-07,A0032,63193,0,0,1,1466.6667,127.8264,0.0872,0,"LINESTRING (223612.321 348399.49, 223597.604 348429.658, 223582.175 348462.023, 223574.7494212459 348474.64050960535)"
133,27333,5000055.0,A,BELFAST ROAD,13812.0,0.0,2006-11-07,A0004,78623,0,0,1,1466.6667,321.5452,0.2192,0,"LINESTRING (227166.00199999998 341089.591, 227209.028 341079.12, 227235.06900000002 341074.012, 227263.663 341069.05, 227286.90000000002 341066.052, 227300.12800000003 341065.018, 227317.413 341064.248, 227324.01287939097 341064.3130438154)"
134,28528,5010652.0,U,DRUMKEEN ROAD,30068.0,0.0,2006-11-07,U8729,782,0,0,1,533.3333,164.8947,0.3092,0,"LINESTRING (222389.80564232814 341054.78881575697, 222373.385 341067.296, 222355.49300000002 341086.652, 222346.07799999998 341100.352, 222341.235 341109.376)"
135,40569,5000987.0,C,GLENDURRAGH PARK,22420.0,22418.0,2006-11-07,C0409,42765,0,0,1,666.6667,127.5251,0.1913,0,"LINESTRING (217895.413 363844.73, 217886.902 363832.39, 217876.28100000002 363819.326, 217875.1704971475 363815.72326815646)"
136,40572,5000987.0,C,CREVENISH ROAD,22420.0,0.0,2006-11-07,C0409,47935,0,0,1,666.6667,108.1483,0.1622,0,"LINESTRING (217895.413 363844.73, 217901.51899999997 363852.852, 217911.15000000002 363862.878, 217925.10499999998 363870.947, 217945.662 363879.232, 217958.85700000002 363882.711, 217971.20757595342 363886.6513553879)"
137,40668,5009512.0,U,WATER STREET,15494.0,0.0,2006-11-07,U6517,130477,0,0,1,533.3333,25.0509,0.047,0,"LINESTRING (223613.07699945848 344119.531490766, 223610.07 344119.182, 223601.83299999998 344117.183)"
138,78002,5009517.0,U,DOWN STREET,2985.0,0.0,2006-11-07,U6517,131855,0,0,1,533.3333,106.9639,0.2006,0,"MULTILINESTRING ((223618.771 344235.424, 223607.81199999998 344228.884, 223595.734 344221.338, 223575.79700000002 344207.12, 223573.29700000002 344203.056, 223570.08516704277 344198.34070632793), (223562.02067811327 344190.46043022175, 223561.25300000003 344189.759, 223546.223 344178.447, 223546.05 344178.309, 223535.401 344169.833))"
139,78041,5011207.0,U,DERRYVULLAN ROAD,33286.0,0.0,2006-11-07,,49392,0,0,1,533.3333,130.6619,0.245,0,"LINESTRING (227694.4895084241 340638.4606402674, 227686.96899999998 340613.585, 227686.39308551344 340611.55522442184)"
140,78087,5011134.0,U,DERRYHARNEY ROAD,33933.0,0.0,2006-11-07,,100886,0,0,1,533.3333,711.04,1.3332,0,"LINESTRING (229496.71898882432 337361.8571355306, 229518.97999999998 337363.985, 229543.892 337366.594, 229564.25110267266 337369.8119458224)"
141,78128,5009334.0,U,DERRIN PARK,4958.0,0.0,2006-11-07,U6501,12853,0,0,1,533.3333,485.6374,0.9106,0,"LINESTRING (222939.74123584386 344937.3120447161, 222941.744 344938.734, 222956.53000000003 344943.699, 222967.35700000002 344946.031, 222976.505 344946.896, 222995.637 344945.151, 223025.03100000002 344942.043, 223054.71899999998 344937.21, 223072.79499999998 344933.919, 223082.653 344931.109, 223094.27899999998 344926.87, 223104.95500000002 344922.234, 223118.499 344916.463, 223121.97685167484 344914.6442897285)"
142,79282,5009359.0,U,YOAN ROAD,912.0,0.0,2006-11-07,U6501,142014,0,0,1,533.3333,114.9161,0.2155,0,"LINESTRING (223442.35600000003 345170.598, 223447.28100000002 345184.588, 223451.396 345193.972, 223455.67599999998 345200, 223455.762 345200.12, 223458.603 345202.699, 223461.70799999998 345204.546, 223466.059 345206.225, 223473.076 345207.286, 223509.29499999998 345210.3, 223535.935 345212.644)"
143,79283,5009359.0,U,YOAN ROAD,912.0,0.0,2006-11-07,U6501,162625,0,0,1,533.3333,43.5833,0.0817,0,"LINESTRING (223535.935 345212.644, 223547.21999999997 345213.637, 223565.98382109863 345215.1551425373)"
144,79437,7000426.0,U,WILLOUGHBY MEWS,310.0,0.0,2006-11-07,U6528,49353,0,0,1,533.3333,48.7653,0.0914,0,"LINESTRING (222307.62224360992 344781.5235236585, 222300.071 344785.366, 222292.108 344788.937, 222281.939 344793.668, 222274.84000000003 344796.951, 222271.385 344798.016, 222263.16999999998 344800)"
145,79544,5009538.0,U,WESLEY STREET,15542.0,0.0,2006-11-07,U6523,33829,0,0,1,533.3333,43.2027,0.081,0,"LINESTRING (223310.96399999998 344279.561, 223305.326 344271.014, 223294.119 344251.744, 223288.602 344242.609)"
146,79545,5009538.0,U,WESLEY STREET,15542.0,0.0,2006-11-07,U6523,126708,0,0,1,533.3333,27.6056,0.0518,0,"LINESTRING (223288.602 344242.609, 223286.78399999999 344239.596, 223282.94900000002 344231.425, 223276.39399999997 344217.866)"
147,79606,5009533.0,U,DARLING STREET,4754.0,0.0,2006-11-07,U6523,106178,0,0,1,533.3333,66.5959,0.1249,0,"LINESTRING (223367.66700000002 344244.637, 223341.68099999998 344260.455, 223310.96399999998 344279.561)"
148,79607,5009533.0,U,DARLING STREET,4754.0,0.0,2006-11-07,U6523,121590,0,0,1,533.3333,112.0184,0.21,0,"LINESTRING (223310.96399999998 344279.561, 223287.66700000002 344294.593, 223273.53000000003 344302.905, 223264.907 344306.769, 223209.641 344325.779)"
149,79691,5009514.0,U,CROSS STREET,5072.0,0.0,2006-11-07,U6517,126736,0,0,1,533.3333,80.2704,0.1505,0,"LINESTRING (223535.401 344169.833, 223544.59000000003 344154.764, 223553.826 344140.295, 223563.19199999998 344125.102, 223578.526 344102.145)"
150,79746,5000984.0,U,CREVENISH ROAD,33096.0,0.0,2006-11-07,C0409,44137,0,0,1,533.3333,580.5004,1.0884,0,"LINESTRING (218727.282 360162.605, 218706.37800000003 360166.819, 218689.277 360171.393, 218668.20799999998 360178.958, 218649.48599999998 360186.249, 218630.52899999998 360194.992, 218602.016 360207.832, 218585.20799999998 360216.452, 218574.46399999998 360221.662, 218550.09671286846 360234.52916895045)"
151,79750,5000986.0,U,CREVENISH ROAD,22420.0,0.0,2006-11-07,C0409,95873,0,0,1,533.3333,383.102,0.7183,0,"LINESTRING (216619.1898511806 361903.574781935, 216618.89899999998 361894.096, 216617.886 361851.154, 216614.91499999998 361798.048, 216614.48416482637 361787.91563665686)"
152,80901,5009512.0,U,WATER STREET,15494.0,0.0,2006-11-07,U6517,23361,0,0,1,533.3333,28.4464,0.0533,0,"LINESTRING (223601.83299999998 344117.183, 223597.24200000003 344115.731, 223591.90600000002 344113.724, 223588.391 344111.978, 223585.727 344110.138, 223583.11800000002 344107.547, 223580.90899999999 344105.034, 223578.526 344102.145)"
153,80902,5009512.0,U,WATER STREET,15494.0,0.0,2006-11-07,U6517,49309,0,0,1,533.3333,53.654,0.1006,0,"LINESTRING (223578.526 344102.145, 223576.59100000001 344099.784, 223573.11200000002 344096.339, 223563.09999999998 344090.255, 223534.43800000002 344071.985)"
154,80969,5010983.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,23364,0,0,1,533.3333,292.0215,0.5475,0,"LINESTRING (219883.89399999997 354606.703, 219892.12699999998 354609.65, 219905.10600000003 354613.225, 219918.18099999998 354617.55, 219930.00900000002 354621.369, 219942.59399999998 354623.74, 219943.1379673701 354623.76286277827)"
