Unnamed: 0,OBJECTID,RSID_left,CLASS_left,NAME,USRN_left,CROSSREFER_left,ENTRY_DATE_left,ROAD_NUMBE_left,ESU_left,FROM_END_left,TO_END_left,ENABLED_left,MetrepMin_left,Length_left,Minutes_left,Id_left,geometry
234,117125,5000690.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,158384,0,0,1,1066.6667,116.7933,0.1095,0,"LINESTRING (218942.322 360144.501, 218944.25799999997 360152.78, 218946.28100000002 360159.758, 218949.636 360169.871, 218954.881 360183.815, 218960.81900000002 360197.051, 218969.14399999997 360218.662, 218975.64899999998 360228.843, 218983.419 360245.211, 218986.093 360252.332)"
235,117126,5000690.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,14023,0,0,1,1066.6667,222.7539,0.2088,0,"LINESTRING (218986.093 360252.332, 218996.27899999998 360275.023, 219005.08399999997 360294.729, 219013.36800000002 360312.39, 219023.452 360330.134, 219033.86 360354.972, 219043.49099999998 360377.218, 219058.61200000002 360408.108, 219070.011 360432.086, 219079.34399999998 360454.487)"
236,117132,5000688.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,112455,0,0,1,1066.6667,285.4988,0.2677,0,"LINESTRING (219121.72499999998 360539.236, 219129.72499999998 360563.349, 219136.945 360579.672, 219142.977 360592.358, 219149.891 360608.084, 219154.213 360619.837, 219167.50223952954 360646.543652347)"
237,117149,5000693.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,102003,0,0,1,1066.6667,674.3786,0.6322,0,"LINESTRING (220403.42985604133 354152.51994571346, 220400 354154.558, 220389.11099999998 354161.427, 220373.14500000002 354174.209, 220356.83500000002 354186.408, 220343.78600000002 354197.336, 220330.125 354209.808, 220318.521 354221.349, 220301.653 354240.14, 220287.599 354257.606, 220278.22600000002 354271.666, 220274.68099999998 354276.683, 220267.901 354285.718, 220259.647 354297.489, 220252.74599999998 354309.022, 220243.826 354322.637, 220235.60700000002 354336.157, 220229.17599999998 354351.243, 220221.53499999997 354367.368, 220213.39 354383.888, 220206.7 354399.999, 220202.925 354408.565, 220196.18699999998 354424.575, 220184.70899999997 354448.711, 220180.03499999997 354462.535, 220177 354478.269, 220174.30563698505 354498.3922436079)"
238,117151,5000693.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,102004,0,0,1,1066.6667,189.1534,0.1773,0,"LINESTRING (222752.90004955546 350753.2494516368, 222759.69300000003 350746.717, 222762.488 350743.523, 222767.108 350738.243, 222780.17099999997 350725.533, 222798.88400000002 350706.114, 222800.001 350704.938, 222800.52482147233 350704.3857866508)"
239,118637,5000593.0,B,BROLLAGH ROAD,32593.0,0.0,2006-11-07,B0052,97067,0,0,1,1066.6667,89.3208,0.0837,0,"LINESTRING (193915.311 358531.884, 193915.0565078776 358526.99410163274)"
240,118724,5000599.0,B,MANOO ROAD,34473.0,0.0,2006-11-07,B0072,55720,0,0,1,1066.6667,215.8926,0.2024,0,"LINESTRING (219121.72499999998 360539.236, 219133.35499999998 360551.814, 219149.439 360564.796, 219167.71999999997 360582.305, 219187.016 360601.254, 219196.249 360609.698, 219200 360611.825, 219231.963 360642.005, 219260.126 360668.198, 219279.749 360685.993)"
241,118725,5000599.0,B,MANOO ROAD,34473.0,0.0,2006-11-07,B0072,76415,0,0,1,1066.6667,621.6482,0.5828,0,"LINESTRING (219279.749 360685.993, 219296.14299999998 360703.387, 219342.012 360744.375, 219373.94378799005 360774.95210070215)"
242,118791,5000455.0,B,ENNISKILLEN ROAD,30133.0,0.0,2006-11-07,B0046,153494,0,0,1,1066.6667,417.1557,0.3911,0,"LINESTRING (224376.564 349893.595, 224401.49200000003 349914.202, 224424.114 349930.664, 224461.457 349961.399, 224490.64 349985.898, 224538.28999999998 350021.917, 224539.26403533784 350022.68743582565)"
243,118842,5000593.0,B,BROLLAGH ROAD,32593.0,0.0,2006-11-07,B0052,138154,0,0,1,1066.6667,98.6698,0.0925,0,"LINESTRING (193915.311 358531.884, 193917.913 358577.474, 193920.58399999997 358614.91, 193924.88400000002 358629.775)"
244,118926,5000675.0,B,MONEA ROAD,0.0,0.0,2006-11-07,B0081,24654,0,0,1,1066.6667,47.3949,0.0444,0,"LINESTRING (221817.202 345117.67, 221792.447 345097.992, 221780.322 345087.906)"
245,118927,5000675.0,B,MONEA ROAD,0.0,0.0,2006-11-07,B0081,102256,0,0,1,1066.6667,431.6156,0.4046,0,"LINESTRING (221780.322 345087.906, 221761.66499999998 345072.389, 221736.66600000003 345051.809, 221717.00300000003 345035.872, 221687.27899999998 345012.353, 221669.66600000003 344996.359, 221655.24699999997 344983.866, 221642.424 344974.936, 221624.36599999998 344964.136, 221607.78999999998 344955.548, 221600 344953.123, 221579.15399999998 344944.133, 221561.186 344937.18, 221513.4699204977 344927.6733644422)"
246,118987,5000693.0,B,KILLADEAS ROAD,34030.0,0.0,2006-11-07,B0082,3839,0,0,1,1066.6667,360.5473,0.338,0,"LINESTRING (223180.17327874587 349806.1097123871, 223193.13199999998 349759.888, 223231.11489278584 349610.26965159544)"
247,120359,0.0,A,WELLINGTON ROAD,36968.0,0.0,2006-11-07,A0004,86701,0,0,1,1466.6667,130.4352,0.0889,0,"LINESTRING (223400 344079.259, 223416.408 344054.758, 223439.233 344020.947, 223444.298 344014.078, 223456.41100000002 344000, 223466.60700000002 343988.518, 223474.41600000003 343979.206, 223478.968 343976.051)"
248,120360,0.0,A,WELLINGTON ROAD,36968.0,0.0,2006-11-07,A0004,148343,0,0,1,1466.6667,42.2389,0.0288,0,"LINESTRING (223379.80099999998 344104.965, 223366.91700000002 344124.832, 223356.14500000002 344139.946)"
249,120361,0.0,A,WELLINGTON ROAD,36968.0,0.0,2006-11-07,A0004,122774,0,0,1,1466.6667,26.6188,0.0181,0,"LINESTRING (223356.14500000002 344139.946, 223346.675 344153.319, 223340.723 344161.642)"
250,120362,0.0,A,WELLINGTON ROAD,36968.0,0.0,2006-11-07,A0004,81551,0,0,1,1466.6667,54.2714,0.037,0,"LINESTRING (223478.968 343976.051, 223492.054 343967.679, 223508.533 343957.367, 223522.702 343948.486, 223524.936 343947.206)"
251,120369,5000299.0,A,THE BROOK,844.0,13033.0,2006-11-07,A0046,76388,0,0,1,1466.6667,66.4301,0.0453,0,"LINESTRING (222859 344457.76, 222850.261 344462.142, 222800.566 344487.994, 222800.001 344488.288)"
252,120370,5000299.0,A,THE BROOK,844.0,0.0,2006-11-07,A0046,86702,0,0,1,1466.6667,128.9486,0.0879,0,"LINESTRING (223084.228 344346.352, 223070.564 344349.905, 223048.52219041184 344361.37859592796)"
253,120371,0.0,A,THE BROOK,844.0,0.0,2006-11-07,,55693,0,0,1,1466.6667,3.5555,0.0024,0,"LINESTRING (222800.001 344488.288, 222796.86 344489.954)"
254,120422,5016967.0,A,QUEEN STREET,6982.0,0.0,2006-11-07,A0032,19403,0,0,1,1466.6667,70.9007,0.0483,0,"LINESTRING (223442.174 344402.605, 223423.45400000003 344411.376, 223400 344422.234, 223376.61200000002 344429.126)"
255,120423,5016967.0,A,QUEEN STREET,6982.0,6824.0,2006-11-07,A0032,163846,0,0,1,1466.6667,195.9606,0.1336,0,"LINESTRING (223376.61200000002 344429.126, 223357.03100000002 344433.633, 223343.571 344436.086, 223307.56199999998 344442.013, 223268.03999999998 344445.745, 223251.13400000002 344443.989, 223242.571 344440.476, 223234.447 344433.449, 223230.495 344425.107, 223226.104 344411.273, 223223.35100000002 344400, 223220.304 344386.693)"
256,120424,5016967.0,A,QUEEN STREET,6982.0,0.0,2006-11-07,A0032,153472,0,0,1,1466.6667,61.607,0.042,0,"LINESTRING (223220.304 344386.693, 223211.33399999997 344347.75, 223206.29700000002 344326.7)"
257,120425,5016972.0,A,Q.ELIZABETH ROUNDABOUT,0.0,0.0,2006-11-07,,71213,0,0,1,1466.6667,16.3898,0.0112,0,"LINESTRING (223455.255 344408.681, 223450.805 344409.827, 223447.25699999998 344408.85, 223444.885 344406.698, 223443.386 344404.298, 223442.174 344402.605)"
258,120426,5016972.0,A,Q.ELIZABETH ROUNDABOUT,0.0,0.0,2006-11-07,,60907,0,0,1,1466.6667,19.1806,0.0131,0,"LINESTRING (223442.174 344402.605, 223441.441 344400, 223441.435 344399.977, 223441.02399999998 344397.76, 223440.761 344395.301, 223442.175 344392.959, 223443.637 344390.917, 223445.522 344389.279, 223447.60499999998 344387.892, 223448.934 344387.25)"
259,120427,5016972.0,A,Q.ELIZABETH ROUNDABOUT,0.0,0.0,2006-11-07,,117675,0,0,1,1466.6667,16.0504,0.0109,0,"LINESTRING (223448.934 344387.25, 223451.63400000002 344387.191, 223454.479 344387.883, 223456.947 344388.972, 223459.38799999998 344390.662, 223461.075 344392.521, 223462.439 344394.304)"
260,120487,5000262.0,A,MAIN STREET,29107.0,0.0,2006-11-07,A0035,127860,0,0,1,1466.6667,44.985,0.0307,0,"LINESTRING (217990.7275063084 363888.2738572853, 217992.359 363883.028, 217995.93300000002 363873.332, 217999.20642074803 363865.96338260436)"
261,120561,5000035.0,A,HENRY STREET,4175.0,0.0,2006-11-07,A0032,81582,0,0,1,1466.6667,41.2661,0.0281,0,"LINESTRING (223084.228 344346.352, 223078.9562660808 344334.18580294494)"
262,120605,5000352.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,102234,0,0,1,1466.6667,39.9964,0.0273,0,"LINESTRING (222067.54499999998 342640.418, 222074.298 342635.725, 222098.33299999998 342619.556, 222100.566 342617.858)"
263,120606,5000352.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,91850,0,0,1,1466.6667,162.2507,0.1106,0,"LINESTRING (222100.566 342617.858, 222120.479 342604.407, 222141.586 342590.267, 222162.863 342575.726, 222200 342551.25, 222236.28499999997 342528.995)"
264,120607,5000298.0,A,DERRYGONNELLY ROAD,4868.0,309.0,2006-11-07,A0046,112680,0,0,1,1466.6667,199.792,0.1362,0,"LINESTRING (222796.86 344489.954, 222771.115 344505.987, 222748.897 344521.827, 222732.11861830775 344532.16941037675)"
265,120608,5000297.0,A,DERRYGONNELLY ROAD,4868.0,0.0,2006-11-07,A0046,132999,0,0,1,1466.6667,187.8343,0.1281,0,"LINESTRING (222249.803 344935.293, 222257.798 344931.525, 222266.765 344925.917, 222274.104 344920.083, 222281.41499999998 344914.05, 222284.60137013794 344911.06736882427)"
266,120636,0.0,A,CORNAGRADE ROAD,4514.0,0.0,2006-11-07,A0032,117702,0,0,1,1466.6667,256.6771,0.175,0,"LINESTRING (223484.41086890173 344587.7300507557, 223484.15399999998 344585.485, 223483.54599999997 344565.04, 223483.588 344545.37, 223483.505 344522.825, 223483.41999999998 344504.93, 223483.054 344493.682, 223481.762 344484.834, 223479.396 344474.534, 223474.93199999997 344461.509, 223466.728 344438.083, 223463.13799999998 344428.096, 223461.74099999998 344424.208, 223455.255 344408.681)"
267,120693,5016958.0,A,ANN STREET,2581.0,15506.0,2006-11-07,A0032,9051,0,0,1,1466.6667,123.9869,0.0845,0,"LINESTRING (223206.29700000002 344326.7, 223183.615 344332.95, 223167.315 344336.617, 223151.876 344339.248, 223134.57 344340.504, 223117.67200000002 344342.355, 223096.16999999998 344343.968, 223084.228 344346.352)"
268,120694,5016960.0,A,CASTLE STREET,22172.0,0.0,2006-11-07,A0004,71253,0,0,1,1466.6667,69.3907,0.0473,0,"LINESTRING (223209.641 344325.779, 223199.521 344295.998, 223195.79100000003 344284.476, 223189.33299999998 344259.47)"
269,120714,0.0,A,,36968.0,0.0,2006-11-07,A0004,86738,0,0,1,1466.6667,55.4145,0.0378,0,"LINESTRING (223189.33299999998 344259.47, 223218.36 344248.584, 223231.733 344242.932, 223240.624 344238.589)"
270,120730,0.0,A,,36968.0,0.0,2006-11-07,,133010,0,0,1,1466.6667,131.2825,0.0895,0,"LINESTRING (223139.076359736 344279.1359067896, 223156.30200000003 344271.884, 223189.33299999998 344259.47)"
271,120731,0.0,A,,0.0,0.0,2006-11-07,A0047,60945,0,0,1,1466.6667,89.3779,0.0609,0,"LINESTRING (193968.22732961955 358990.01251095603, 193968.04928936803 358986.8890880464)"
272,120749,5000352.0,A,DERRYLIN ROAD,29989.0,0.0,2006-11-07,A0509,40241,0,0,1,1466.6667,105.6862,0.0721,0,"LINESTRING (221979.4620958708 342700.7209003473, 221999.001 342687.664, 222022.53000000003 342670.875, 222057.588 342647.07)"
273,120793,0.0,A,,36968.0,0.0,2006-11-07,A0004,138168,0,0,1,1466.6667,85.6862,0.0584,0,"LINESTRING (223340.723 344161.642, 223340.53999999998 344161.899, 223323.21000000002 344180.101, 223313.457 344189.179, 223296.77000000002 344203.173, 223285.26400000002 344211.999, 223276.39399999997 344217.866)"
274,120801,0.0,A,,36968.0,0.0,2006-11-07,A0004,117732,0,0,1,1466.6667,41.4083,0.0282,0,"LINESTRING (223276.39399999997 344217.866, 223263.685 344226.509, 223250.90600000002 344233.503, 223240.624 344238.589)"
275,123956,0.0,U,,35771.0,0.0,2006-11-07,,76398,0,0,1,533.3333,51.493,0.0965,0,"LINESTRING (218802.50400000002 354402.907, 218799.321 354417.552, 218796.82299999997 354434.3, 218794.625 354453.749)"
276,123957,5010983.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,102211,0,0,1,533.3333,206.1965,0.3866,0,"LINESTRING (218794.625 354453.749, 218812.97499999998 354457.001, 218841.02500000002 354465.953, 218856.376 354471.905, 218878.425 354476.057, 218898.175 354478.159, 218919.825 354480.561, 218939.974 354479.713, 218957.923 354477.465, 218981.272 354473.818, 218992.472 354472.77, 218996.87199999997 354472.22)"
277,123958,0.0,U,,35771.0,0.0,2006-11-07,,3790,0,0,1,533.3333,90.1795,0.1691,0,"LINESTRING (219834.31659932295 354641.4780892207, 219834.674 354639.524, 219835.74599999998 354635.18, 219837.42200000002 354630.389, 219840.68800000002 354627.208, 219852.62900000002 354619.325, 219867.777 354610.111, 219874.798 354606.151, 219878.66600000003 354602.723)"
278,123959,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,71218,0,0,1,533.3333,218.7238,0.4101,0,"LINESTRING (219022.15915352316 354657.9662335224, 219019.84000000003 354652.911, 219008.788 354636.811, 218998.386 354623.761, 218993.836 354612.061, 218989.58500000002 354600.961, 218986.935 354595.061)"
279,123960,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,112652,0,0,1,533.3333,95.4047,0.1789,0,"LINESTRING (218986.935 354595.061, 218984.533 354578.712, 218982.081 354561.563, 218981.58000000002 354545.214, 218983.327 354524.816, 218984.72600000002 354509.966, 218985.075 354505.067, 218985.77500000002 354500.217)"
280,123961,0.0,U,,35771.0,0.0,2006-11-07,,122782,0,0,1,533.3333,20.3551,0.0382,0,"LINESTRING (218766.47600000002 354453.596, 218780.47600000002 354453.247, 218786.825 354453.098)"
281,123962,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,153475,0,0,1,533.3333,54.4923,0.1022,0,"LINESTRING (218786.825 354453.098, 218791.42200000002 354426.35, 218795.071 354409.852, 218796.586 354399.999, 218796.65999999997 354399.518)"
282,130267,0.0,U,RATHMORE COTTAGES,36931.0,0.0,2006-11-07,,71578,0,0,1,533.3333,36.0426,0.0676,0,"LINESTRING (194315.566 358871.467, 194317.457 358867.814, 194325.539 358860.998, 194331.977 358856.536, 194338.713 358851.323, 194340.21000000002 358850.02, 194342.55599999998 358848.116)"
283,130269,0.0,U,RATHMORE COTTAGES,36931.0,0.0,2006-11-07,,30116,0,0,1,533.3333,36.2567,0.068,0,"LINESTRING (194280.75699999998 358861.434, 194300.15999999997 358866.347, 194309.413 358869.179, 194315.566 358871.467)"
284,132978,5009519.0,U,,0.0,0.0,2006-11-07,U6517,113128,0,0,1,533.3333,22.7823,0.0427,0,"LINESTRING (223493.88799999998 344248.004, 223503.96399999998 344268.437)"
285,133237,0.0,U,,0.0,0.0,2006-11-07,,97578,0,0,1,533.3333,7.6303,0.0143,0,"LINESTRING (198686.89299999998 358529.722, 198689.32299999997 358522.489)"
286,136352,5009524.0,U,,0.0,0.0,2006-11-07,U6519,76852,0,0,1,533.3333,62.4369,0.1171,0,"LINESTRING (223337.947 344344.03, 223353.103 344376.368, 223365.387 344399.597, 223365.57900000003 344400)"
287,136375,0.0,U,,0.0,0.0,2006-11-07,,107913,0,0,1,533.3333,108.0548,0.2026,0,"LINESTRING (221893.223 341168.157, 221883.5024669677 341155.17938484356)"
288,136411,0.0,U,,0.0,0.0,2006-11-07,,118123,0,0,1,533.3333,34.8888,0.0654,0,"LINESTRING (202070.34399999998 361541.334, 202063.337 361561.912, 202059.869 361574.597)"
289,136446,0.0,U,,0.0,0.0,2006-11-07,,143668,0,0,1,533.3333,250.1614,0.4691,0,"LINESTRING (221761.4275226099 342196.75055130414, 221793.838 342177.518, 221813.777 342169.156, 221835.77000000002 342161.405, 221851.08500000002 342153.176, 221866.403 342141.897, 221868.262875717 342140.1211339543)"
290,136538,5010579.0,A,MULLEEK ROAD,34819.0,0.0,2006-11-07,,159060,0,0,1,1466.6667,240.7267,0.1641,0,"LINESTRING (202059.869 361574.597, 202051.098 361583.934, 202044.98100000003 361592.004, 202039.565 361600, 202024.80800000002 361623.018, 202011.54599999997 361642.327, 201996.50199999998 361657.088, 201980.37772565233 361671.19809367025)"
291,136935,0.0,U,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,,4333,0,0,1,533.3333,97.3949,0.1826,0,"LINESTRING (221587.13299999997 345432.167, 221592.521 345425.266, 221600 345414.26, 221603.69799999997 345408.881, 221610.06900000002 345397.833, 221616.45899999997 345384.633, 221620.485 345375.321, 221621.213 345370.836, 221621.50799999997 345367.382, 221620.506 345364.098, 221617.61099999998 345359.721, 221614.17700000003 345354.527, 221608.57799999998 345348.368)"
292,136945,0.0,U,LOUGH SHORE ROAD,30597.0,0.0,2006-11-07,,128397,0,0,1,533.3333,125.7975,0.2359,0,"LINESTRING (221557.12950665582 345467.41906296735, 221560.51400000002 345464.064, 221567.575 345456.856, 221572.425 345451.165, 221577.91700000002 345444.594, 221587.13299999997 345432.167)"
293,145897,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,14991,0,0,1,533.3333,30.3058,0.0568,0,"LINESTRING (218996.87199999997 354472.22, 218991.423 354482.268, 218987.32400000002 354492.868, 218985.77500000002 354500.217)"
294,163528,0.0,U,VALLEY ROAD,35771.0,0.0,2006-11-07,,98463,0,0,1,533.3333,400.0535,0.7501,0,"LINESTRING (219587.5040935922 354420.4856844368, 219587.983 354420.794, 219595.39399999997 354428.037, 219604.24 354437.839, 219610.689 354447.026, 219614.602 354453.899, 219617.01899999997 354459.914, 219618.098 354463.821)"
295,173788,5009536.0,U,BROADMEADOW,36992.0,36993.0,2006-11-07,U6523,166646,0,0,1,533.3333,12.6669,0.0238,0,"LINESTRING (223312.44 343871.043, 223316.89 343868.597, 223323.90999999997 343865.714)"
296,173789,5009536.0,U,BROADMEADOW,36992.0,0.0,2006-11-07,U6523,80404,0,0,1,533.3333,207.8286,0.3897,0,"LINESTRING (223323.90999999997 343865.714, 223324.25900000002 343865.571, 223330.70899999997 343863.129, 223337.745 343861.831, 223346.353 343862.441, 223352.86099999998 343863.273, 223360.358 343865.294, 223368.435 343867.86, 223375.973 343871.48, 223380.72999999998 343874.48, 223385.322 343878.606, 223390.53600000002 343884.726, 223394.59999999998 343890.932, 223398.065 343897.195, 223400 343902.465, 223400.749 343904.505, 223402.90000000002 343909.984, 223406.11200000002 343920.958, 223408.532 343927.901, 223414.11200000002 343936.619, 223425.92200000002 343947.814, 223449.05200000003 343959.377, 223464.68199999997 343967.852, 223478.968 343976.051)"
297,174477,0.0,U,RATHMORE COTTAGES,36931.0,0.0,2006-11-07,,81933,0,0,1,533.3333,68.7948,0.129,0,"LINESTRING (194315.44198997848 358876.62999375234, 194315.52500000002 358875.567, 194315.369 358872.968, 194315.566 358871.467)"
298,175097,0.0,U,BROOKVIEW RISE,13104.0,0.0,2006-11-07,,167602,0,0,1,533.3333,22.6008,0.0424,0,"LINESTRING (222854.381 344423.369, 222855.6579012324 344422.5274217822)"
299,175098,0.0,U,BROOKVIEW RISE,13104.0,0.0,2006-11-07,,44366,0,0,1,533.3333,31.6063,0.0593,0,"LINESTRING (222815.84600000002 344438.975, 222834.77000000002 344435.014, 222840.271 344433.254, 222845.54100000003 344429.455)"
300,175099,0.0,U,BROOKVIEW RISE,13104.0,844.0,2006-11-07,,166997,0,0,1,533.3333,10.7348,0.0201,0,"LINESTRING (222845.54100000003 344429.455, 222849.733 344426.432, 222854.381 344423.369)"
301,175122,5001128.0,C,ROSSORRY CHURCH ROAD,6012.0,0.0,2006-11-07,C0442,27204,0,0,1,666.6667,179.3035,0.269,0,"LINESTRING (222681.031380232 344359.8693609241, 222696.724 344377.809, 222716.875 344400, 222734.50300000003 344419.912, 222744.592 344430.238)"
302,175123,5001128.0,C,ROSSORRY CHURCH ROAD,6012.0,6010.0,2006-11-07,C0442,168325,0,0,1,666.6667,79.4091,0.1191,0,"LINESTRING (222744.592 344430.238, 222760.261 344446.275, 222782.222 344472.066, 222796.86 344489.954)"
303,176791,5010472.0,U,GRANSHAGH ROAD,33796.0,0.0,2006-11-07,,107005,0,0,1,533.3333,509.1592,0.9547,0,"LINESTRING (222817.85131950135 340484.79172555427, 222821.27899999998 340485.766)"
304,198721,5001100.0,U,INISHMORE ROAD,33933.0,0.0,2006-11-07,,34311,0,0,1,533.3333,106.9225,0.2005,0,"LINESTRING (225442.206 334273.811, 225428.947 334266.49, 225411.734 334261.842, 225380.227 334256.608, 225359.332 334255.989, 225338.289 334254.384)"
305,198722,5001099.0,U,INISHMORE ROAD,33933.0,0.0,2006-11-07,,34311,0,0,1,533.3333,455.5229,0.8541,0,"LINESTRING (225338.289 334254.384, 225326.419 334253.478, 225270.896 334251.216, 225233.6313843441 334248.7492481202)"
306,200019,0.0,U,THE BEECHES,0.0,0.0,,,0,0,0,1,533.3333,73.5582,0.1379,0,"LINESTRING (223478.95404575 338929.0063940652, 223467.33899999998 338944.003)"
307,200021,5010436.0,U,,17721.0,0.0,2006-11-07,,33781,0,0,1,533.3333,93.498,0.1753,0,"LINESTRING (223516.47051281456 338889.958679512, 223521.71000000002 338896.643, 223534.695 338912.202, 223547.87800000003 338929.26, 223557.36599999998 338940.717, 223567.00400000002 338952.323, 223574.99599999998 338960.529)"
